"","Year","Period","State","Data Item","Value"
"630",2016,"YEAR","NORTH CAROLINA","ACRES HARVESTED",1100
"631",2016,"YEAR","NORTH CAROLINA","ACRES PLANTED",1200
"632",2016,"YEAR","NORTH CAROLINA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",187
"633",2016,"YEAR","NORTH CAROLINA","FRESH MARKET - PRODUCTION, MEASURED IN $",24684000
"634",2016,"YEAR","NORTH CAROLINA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",132000
"635",2016,"YEAR","NORTH CAROLINA","NOT SOLD - PRODUCTION, MEASURED IN CWT",0
"636",2016,"YEAR","NORTH CAROLINA","PRICE RECEIVED, MEASURED IN $ / CWT",187
"637",2016,"YEAR","NORTH CAROLINA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",0
"638",2016,"YEAR","NORTH CAROLINA","PROCESSING - PRODUCTION, MEASURED IN $",0
"639",2016,"YEAR","NORTH CAROLINA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",0
"640",2016,"YEAR","NORTH CAROLINA","PRODUCTION, MEASURED IN $",24684000
"641",2016,"YEAR","NORTH CAROLINA","PRODUCTION, MEASURED IN CWT",132000
"642",2016,"YEAR","NORTH CAROLINA","UTILIZED - PRODUCTION, MEASURED IN CWT",132000
"643",2016,"YEAR","NORTH CAROLINA","YIELD, MEASURED IN CWT / ACRE",120
"644",2017,"YEAR","NORTH CAROLINA","ACRES HARVESTED",1000
"645",2017,"YEAR","NORTH CAROLINA","ACRES PLANTED",1100
"646",2017,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT EXCELLENT",41
"647",2017,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT FAIR",87
"648",2017,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT GOOD",255
"649",2017,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT POOR",11
"650",2017,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT VERY POOR",6
"651",2017,"YEAR","NORTH CAROLINA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",168
"652",2017,"YEAR","NORTH CAROLINA","FRESH MARKET - PRODUCTION, MEASURED IN $",21168000
"653",2017,"YEAR","NORTH CAROLINA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",126000
"654",2017,"YEAR","NORTH CAROLINA","NOT SOLD - PRODUCTION, MEASURED IN CWT",6300
"655",2017,"YEAR","NORTH CAROLINA","PRICE RECEIVED, MEASURED IN $ / CWT",166
"656",2017,"YEAR","NORTH CAROLINA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",51.9
"657",2017,"YEAR","NORTH CAROLINA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",1040
"658",2017,"YEAR","NORTH CAROLINA","PROCESSING - PRODUCTION, MEASURED IN $",140000
"659",2017,"YEAR","NORTH CAROLINA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",2700
"660",2017,"YEAR","NORTH CAROLINA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS",149
"661",2017,"YEAR","NORTH CAROLINA","PRODUCTION, MEASURED IN $",21308000
"662",2017,"YEAR","NORTH CAROLINA","PRODUCTION, MEASURED IN CWT",135000
"663",2017,"YEAR","NORTH CAROLINA","UTILIZED - PRODUCTION, MEASURED IN CWT",128700
"664",2017,"YEAR","NORTH CAROLINA","YIELD, MEASURED IN CWT / ACRE",135
"665",2018,"YEAR","NORTH CAROLINA","ACRES HARVESTED",1000
"666",2018,"YEAR","NORTH CAROLINA","ACRES PLANTED",1100
"667",2018,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT EXCELLENT",14
"668",2018,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT FAIR",112
"669",2018,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT GOOD",350
"670",2018,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT POOR",12
"671",2018,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT VERY POOR",12
"672",2018,"YEAR","NORTH CAROLINA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",171
"673",2018,"YEAR","NORTH CAROLINA","FRESH MARKET - PRODUCTION, MEASURED IN $",22230000
"674",2018,"YEAR","NORTH CAROLINA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",130000
"675",2018,"YEAR","NORTH CAROLINA","NOT SOLD - PRODUCTION, MEASURED IN CWT",0
"676",2018,"YEAR","NORTH CAROLINA","PRICE RECEIVED, MEASURED IN $ / CWT",171
"677",2018,"YEAR","NORTH CAROLINA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",0
"678",2018,"YEAR","NORTH CAROLINA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",0
"679",2018,"YEAR","NORTH CAROLINA","PROCESSING - PRODUCTION, MEASURED IN $",0
"680",2018,"YEAR","NORTH CAROLINA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",0
"681",2018,"YEAR","NORTH CAROLINA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS",0
"682",2018,"YEAR","NORTH CAROLINA","PRODUCTION, MEASURED IN $",22230000
"683",2018,"YEAR","NORTH CAROLINA","PRODUCTION, MEASURED IN CWT",130000
"684",2018,"YEAR","NORTH CAROLINA","UTILIZED - PRODUCTION, MEASURED IN CWT",130000
"685",2018,"YEAR","NORTH CAROLINA","YIELD, MEASURED IN CWT / ACRE",125
"686",2019,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT EXCELLENT",50
"687",2019,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT FAIR",94
"688",2019,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT GOOD",229
"689",2019,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT POOR",26
"690",2019,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT VERY POOR",1
"691",2020,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT EXCELLENT",103
"692",2020,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT FAIR",33
"693",2020,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT GOOD",264
"694",2020,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT POOR",0
"695",2020,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT VERY POOR",0
"696",2021,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT EXCELLENT",34
"697",2021,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT FAIR",141
"698",2021,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT GOOD",297
"699",2021,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT POOR",27
"700",2021,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT VERY POOR",1
"701",2022,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT EXCELLENT",34
"702",2022,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT FAIR",63
"703",2022,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT GOOD",394
"704",2022,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT POOR",9
"705",2022,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT VERY POOR",0
"706",2023,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT EXCELLENT",20
"707",2023,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT FAIR",184
"708",2023,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT GOOD",384
"709",2023,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT POOR",12
"710",2023,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT VERY POOR",0
"711",2024,"YEAR","NORTH CAROLINA","CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",48
"712",2024,"YEAR","NORTH CAROLINA","CONDITION, 5 YEAR AVG, MEASURED IN PCT FAIR",76
"713",2024,"YEAR","NORTH CAROLINA","CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD",267
"714",2024,"YEAR","NORTH CAROLINA","CONDITION, 5 YEAR AVG, MEASURED IN PCT POOR",9
"715",2024,"YEAR","NORTH CAROLINA","CONDITION, 5 YEAR AVG, MEASURED IN PCT VERY POOR",0
"716",2024,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT EXCELLENT",37
"717",2024,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT FAIR",75
"718",2024,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT GOOD",340
"719",2024,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT POOR",48
"720",2024,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT VERY POOR",0
"721",2025,"YEAR","NORTH CAROLINA","CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT",-1
"722",2025,"YEAR","NORTH CAROLINA","CONDITION, 5 YEAR AVG, MEASURED IN PCT FAIR",-1
"723",2025,"YEAR","NORTH CAROLINA","CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD",-1
"724",2025,"YEAR","NORTH CAROLINA","CONDITION, 5 YEAR AVG, MEASURED IN PCT POOR",-1
"725",2025,"YEAR","NORTH CAROLINA","CONDITION, 5 YEAR AVG, MEASURED IN PCT VERY POOR",-1
"726",2025,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT EXCELLENT",18
"727",2025,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT FAIR",151
"728",2025,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT GOOD",266
"729",2025,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT POOR",64
"730",2025,"YEAR","NORTH CAROLINA","CONDITION, MEASURED IN PCT VERY POOR",1
"731",1998,"YEAR","CALIFORNIA","ACRES HARVESTED",24200
"732",1998,"YEAR","CALIFORNIA","ACRES PLANTED",24200
"733",1998,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",68.7
"734",1998,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",624208000
"735",1998,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",9086000
"736",1998,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",55.8
"737",1998,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",29.7
"738",1998,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",132640000
"739",1998,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",4466000
"740",1998,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",756848000
"741",1998,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",13552000
"742",1998,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",560
"743",1999,"YEAR","CALIFORNIA","ACRES HARVESTED",25800
"744",1999,"YEAR","CALIFORNIA","ACRES PLANTED",25800
"745",1999,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",72.5
"746",1999,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",768718000
"747",1999,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",10603000
"748",1999,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",59.7
"749",1999,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",31.2
"750",1999,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",148138000
"751",1999,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",4748000
"752",1999,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",916856000
"753",1999,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",15351000
"754",1999,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",595
"755",2000,"YEAR","CALIFORNIA","ACRES HARVESTED",27600
"756",2000,"YEAR","CALIFORNIA","ACRES PLANTED",27600
"757",2000,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",61.4
"758",2000,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",707205000
"759",2000,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",11518000
"760",2000,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",50.9
"761",2000,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",22.1
"762",2000,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",93129000
"763",2000,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",4214000
"764",2000,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",800334000
"765",2000,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",15732000
"766",2000,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",570
"767",2001,"YEAR","CALIFORNIA","ACRES HARVESTED",26400
"768",2001,"YEAR","CALIFORNIA","ACRES PLANTED",26400
"769",2001,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",70.6
"770",2001,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",729863000
"771",2001,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",10338000
"772",2001,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",60.2
"773",2001,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",28.5
"774",2001,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",96615000
"775",2001,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",3390000
"776",2001,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",826478000
"777",2001,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",13728000
"778",2001,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",520
"779",2002,"YEAR","CALIFORNIA","ACRES HARVESTED",28500
"780",2002,"YEAR","CALIFORNIA","ACRES PLANTED",28500
"781",2002,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",60
"782",2002,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",793905000
"783",2002,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",11779000
"784",2002,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",57.9
"785",2002,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",31.9
"786",2002,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",137744000
"787",2002,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",4318000
"788",2002,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",931649000
"789",2002,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",16097000
"790",2002,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",565
"791",2003,"YEAR","CALIFORNIA","ACRES HARVESTED",29600
"792",2003,"YEAR","CALIFORNIA","ACRES PLANTED",29600
"793",2003,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",69.5
"794",2003,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",1046646000
"795",2003,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",14377000
"796",2003,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",61.4
"797",2003,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",26.7
"798",2003,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",125891000
"799",2003,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",4715000
"800",2003,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",1172537000
"801",2003,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",19092000
"802",2003,"YEAR","CALIFORNIA","WINTER - PRICE RECEIVED, MEASURED IN $ / CWT",68.1
"803",2003,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",645
"804",2004,"YEAR","CALIFORNIA","ACRES HARVESTED",33200
"805",2004,"YEAR","CALIFORNIA","ACRES PLANTED",33200
"806",2004,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",44.4
"807",2004,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",922426000
"808",2004,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",14830000
"809",2004,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",53.1
"810",2004,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",24.9
"811",2004,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",118474000
"812",2004,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",4758000
"813",2004,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",1040900000
"814",2004,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",19588000
"815",2004,"YEAR","CALIFORNIA","WINTER - PRICE RECEIVED, MEASURED IN $ / CWT",76.9
"816",2004,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",590
"817",2005,"YEAR","CALIFORNIA","ACRES HARVESTED",34300
"818",2005,"YEAR","CALIFORNIA","ACRES PLANTED",34300
"819",2005,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",54
"820",2005,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",990645000
"821",2005,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",15825000
"822",2005,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",54.6
"823",2005,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",27.8
"824",2005,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",132189000
"825",2005,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",4755000
"826",2005,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",1122834000
"827",2005,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",20580000
"828",2005,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",600
"829",2006,"YEAR","CALIFORNIA","ACRES HARVESTED",35800
"830",2006,"YEAR","CALIFORNIA","ACRES PLANTED",35800
"831",2006,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",59.8
"832",2006,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",1076884000
"833",2006,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",16542000
"834",2006,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",56.7
"835",2006,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",26.5
"836",2006,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",122457000
"837",2006,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",4621000
"838",2006,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",1199341000
"839",2006,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",21163000
"840",2006,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",590
"841",2007,"YEAR","CALIFORNIA","ACRES HARVESTED",35500
"842",2007,"YEAR","CALIFORNIA","ACRES PLANTED",35500
"843",2007,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",64.2
"844",2007,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",1298936000
"845",2007,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",17159000
"846",2007,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",65.5
"847",2007,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",25.5
"848",2007,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",111716000
"849",2007,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",4381000
"850",2007,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",1410652000
"851",2007,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",21540000
"852",2007,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",605
"853",2008,"YEAR","CALIFORNIA","ACRES HARVESTED",37600
"854",2008,"YEAR","CALIFORNIA","ACRES PLANTED",37600
"855",2008,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",65.5
"856",2008,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",1438167000
"857",2008,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",18605000
"858",2008,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",69.6
"859",2008,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",34.4
"860",2008,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",140008000
"861",2008,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",4070000
"862",2008,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",1578175000
"863",2008,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",22675000
"864",2008,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",605
"865",2009,"YEAR","CALIFORNIA","ACRES HARVESTED",39800
"866",2009,"YEAR","CALIFORNIA","ACRES PLANTED",39800
"867",2009,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",78.9
"868",2009,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",1583160000
"869",2009,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",20040000
"870",2009,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",69.4
"871",2009,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",29.5
"872",2009,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",142072000
"873",2009,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",4816000
"874",2009,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",1725232000
"875",2009,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",24856000
"876",2009,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",625
"877",2010,"YEAR","CALIFORNIA","ACRES HARVESTED",38600
"878",2010,"YEAR","CALIFORNIA","ACRES PLANTED",38600
"879",2010,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",66.9
"880",2010,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",1674335000
"881",2010,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",20851000
"882",2010,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",70.1
"883",2010,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",27.8
"884",2010,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",139222000
"885",2010,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",5008000
"886",2010,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",1813557000
"887",2010,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",25859000
"888",2010,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",670
"889",2011,"YEAR","CALIFORNIA","ACRES HARVESTED",38000
"890",2011,"YEAR","CALIFORNIA","ACRES PLANTED",38000
"891",2011,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",93.5
"892",2011,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",1761778000
"893",2011,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",20462000
"894",2011,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",75.2
"895",2011,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",33.8
"896",2011,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",181979000
"897",2011,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",5384000
"898",2011,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",1943757000
"899",2011,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",25846000
"900",2011,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",680
"901",2012,"YEAR","CALIFORNIA","ACRES HARVESTED",39000
"902",2012,"YEAR","CALIFORNIA","ACRES PLANTED",39000
"903",2012,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",94.4
"904",2012,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",1947917000
"905",2012,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",21936000
"906",2012,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",77.1
"907",2012,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",32
"908",2012,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",182720000
"909",2012,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",5710000
"910",2012,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",2130637000
"911",2012,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",27646000
"912",2012,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",710
"913",2013,"YEAR","CALIFORNIA","ACRES HARVESTED",41500
"914",2013,"YEAR","CALIFORNIA","ACRES PLANTED",41500
"915",2013,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"916",2013,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",2024779000
"917",2013,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",22398000
"918",2013,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",79.8
